,Unnamed: 0,feature,class_label
6931,6931,"[[-3.60338203e+02 -3.68887568e+02 -3.20717219e+02 ... -3.86426342e+02
  -3.92529498e+02  0.00000000e+00]
 [ 8.74538500e+01  9.51486142e+01  5.07049392e+01 ...  1.35695446e+02
   1.32781815e+02  0.00000000e+00]
 [-1.53051429e+01 -9.85097880e+00 -1.56912076e+01 ...  2.70689611e+00
   9.30628938e+00  0.00000000e+00]
 ...
 [ 1.93464506e+00  1.34884208e+00 -3.53949759e-01 ... -4.55244625e+00
   1.30391843e+00  0.00000000e+00]
 [-7.51813897e-01 -2.61828988e+00  8.28195048e-02 ... -7.16034810e+00
  -3.09710544e+00  0.00000000e+00]
 [-4.88912021e+00 -1.72911238e+00  6.09129694e+00 ... -5.06267352e+00
  -2.96079502e+00  0.00000000e+00]]",noise
6932,6932,"[[-2.43780444e+02 -1.34915239e+02 -9.29893865e+01 ... -1.02993302e+02
  -1.04921714e+02  0.00000000e+00]
 [ 1.38740162e+02  1.41757997e+02  1.47352173e+02 ...  1.56240770e+02
   1.48451695e+02  0.00000000e+00]
 [-1.70344301e+01 -1.32542622e+01 -1.20885646e+01 ... -1.43783489e+01
  -1.65844513e+01  0.00000000e+00]
 ...
 [-2.53700289e+00 -2.10902293e+00 -3.89463664e+00 ... -4.46597613e+00
   1.17073260e+00  0.00000000e+00]
 [-1.97204629e-02 -2.99743251e+00 -6.04253801e+00 ...  1.74992113e+00
   4.72475750e+00  0.00000000e+00]
 [-2.51787337e+00 -2.60055193e+00 -4.21359104e-01 ...  3.18876749e+00
   1.47765688e+00  0.00000000e+00]]",noise
6933,6933,"[[-2.68425509e+02 -2.65705049e+02 -2.74002902e+02 ... -3.02885653e+02
  -3.05848097e+02  0.00000000e+00]
 [ 1.34054960e+02  1.40160516e+02  1.35979634e+02 ...  1.29749308e+02
   1.23982642e+02  0.00000000e+00]
 [-8.62456242e+01 -8.44471938e+01 -8.60910467e+01 ... -6.72282242e+01
  -7.33869523e+01  0.00000000e+00]
 ...
 [ 1.47751864e+00  3.34353111e-01  2.25062158e+00 ... -6.77049921e+00
   1.43520378e+00  0.00000000e+00]
 [ 3.39495320e+00  4.56099048e+00  5.36181001e+00 ...  4.67428935e+00
   3.84185073e+00  0.00000000e+00]
 [ 7.32459472e+00  9.33285637e+00  1.11819966e+01 ...  6.65257375e+00
   2.44886421e-01  0.00000000e+00]]",noise
6934,6934,"[[-302.88395116 -303.52379571 -310.37193928 ... -298.86984386
  -297.72695154    0.        ]
 [ 128.59601443  128.31293472  126.18627408 ...  140.89385382
   142.19068223    0.        ]
 [ -69.16245035  -65.71972997  -63.39915056 ...  -67.62323854
   -63.81948703    0.        ]
 ...
 [   5.17348942    1.87533014   -0.78848996 ...    7.49585649
     3.79208947    0.        ]
 [  -0.77826087   -0.73219858    0.63398245 ...    4.80027871
     0.66209563    0.        ]
 [  -3.0046364    -3.01179568   -4.01179195 ...    0.91703066
    -0.68645667    0.        ]]",noise
6935,6935,"[[-2.56310353e+02 -2.60158269e+02 -2.74816352e+02 ... -2.94486904e+02
  -3.05317970e+02  0.00000000e+00]
 [ 1.16096480e+02  1.26482334e+02  1.35767749e+02 ...  1.13676523e+02
   1.14592840e+02  0.00000000e+00]
 [-6.72454628e+01 -7.35205533e+01 -8.57713686e+01 ... -6.79710455e+01
  -5.97413919e+01  0.00000000e+00]
 ...
 [-7.67580653e+00 -3.84548724e+00  1.27058290e-01 ... -2.12028943e+00
  -1.63830069e+00  0.00000000e+00]
 [ 9.13834885e+00  7.85481781e+00  8.74411057e+00 ... -6.55743515e-01
   8.51702039e-01  0.00000000e+00]
 [ 5.85618283e+00  1.97344259e+00 -9.70079706e-01 ...  9.12038010e+00
   1.34086590e+01  0.00000000e+00]]",noise
6936,6936,"[[-3.00251916e+02 -2.95863843e+02 -2.97059517e+02 ... -2.74084986e+02
  -2.82936681e+02  0.00000000e+00]
 [ 1.37282989e+02  1.37387784e+02  1.35669564e+02 ...  1.42342220e+02
   1.42169051e+02  0.00000000e+00]
 [-6.64186660e+01 -6.75191704e+01 -7.16550144e+01 ... -7.92561335e+01
  -6.94347018e+01  0.00000000e+00]
 ...
 [-2.55918672e+00 -2.89411878e+00 -3.86251705e+00 ... -2.56598441e+00
   6.10920834e-02  0.00000000e+00]
 [-5.30789728e+00 -4.69364587e+00 -2.76080292e+00 ...  1.55933865e+01
   1.23410483e+01  0.00000000e+00]
 [-2.54564717e+00  4.09481507e+00  1.05086785e+01 ...  9.68267074e+00
   1.01599912e+00  0.00000000e+00]]",noise
6937,6937,"[[-2.86687706e+02 -2.83632018e+02 -2.85811842e+02 ... -3.05926334e+02
  -2.93430958e+02  0.00000000e+00]
 [ 1.47046433e+02  1.46774628e+02  1.47001829e+02 ...  1.39582235e+02
   1.40432723e+02  0.00000000e+00]
 [-6.75800406e+01 -7.17100623e+01 -6.91529902e+01 ... -6.30648928e+01
  -5.27116317e+01  0.00000000e+00]
 ...
 [-5.19709976e+00 -8.52943457e-01  3.51676999e-02 ... -3.89439065e-01
   5.30936529e+00  0.00000000e+00]
 [ 6.51778911e+00  8.63837629e+00  7.86125087e+00 ...  4.99782083e+00
   5.13647586e+00  0.00000000e+00]
 [ 6.85791304e+00  4.81223077e+00  7.28303480e-01 ...  1.23887940e+01
   4.24361025e+00  0.00000000e+00]]",noise
6938,6938,"[[-217.56405832 -226.36382732 -239.41914519 ... -281.55897953
  -284.28593529    0.        ]
 [ 119.73249595  115.02273574  116.46186405 ...  136.47973436
   139.41029414    0.        ]
 [ -82.4450585   -88.73236787  -92.83514146 ...  -74.49397173
   -66.08979539    0.        ]
 ...
 [   8.79232166    9.98215482    1.7445994  ...    4.48219986
     0.75840507    0.        ]
 [   2.16045287    5.64158076   -1.21650024 ...    9.50945689
     6.96756773    0.        ]
 [  -6.53094309    1.33569794    0.31862228 ...   10.00724252
    10.78891718    0.        ]]",noise
6939,6939,"[[-3.27536374e+02 -3.25723918e+02 -3.24272429e+02 ... -3.24800090e+02
  -3.27287457e+02  0.00000000e+00]
 [ 1.19591188e+02  1.26443102e+02  1.34582544e+02 ...  1.28780695e+02
   1.23292675e+02  0.00000000e+00]
 [-4.97917245e+01 -5.07016925e+01 -5.49677664e+01 ... -4.96911425e+01
  -3.75267851e+01  0.00000000e+00]
 ...
 [ 6.95412749e+00  7.71798772e+00  1.05041943e+01 ... -9.17281879e+00
  -6.97478503e+00  0.00000000e+00]
 [ 2.60837668e+00  2.12924725e+00  7.08261376e+00 ... -9.64124535e+00
  -5.03033846e+00  0.00000000e+00]
 [-6.33498336e-02 -3.89548492e+00 -3.92026767e+00 ...  5.44058546e+00
   5.16063352e+00  0.00000000e+00]]",noise
6940,6940,"[[-271.9177552  -278.19937163 -289.68349995 ... -267.55878713
  -263.00297273    0.        ]
 [ 120.30933242  126.41269112  135.20832383 ...  135.86169678
   131.50828594    0.        ]
 [ -69.75032178  -75.3754604   -82.56816991 ...  -87.28217067
   -76.57375565    0.        ]
 ...
 [  -3.93313942   -1.67687278    2.79034011 ...    5.3251038
     5.34995058    0.        ]
 [   2.06949932    0.38910723   -2.19500115 ...    6.4552333
    13.67243464    0.        ]
 [   0.50095535    2.9590651     4.73954017 ...    4.1194757
     4.87193727    0.        ]]",noise
6941,6941,"[[-4.25788218e+02 -4.35071934e+02 -4.51752313e+02 ... -1.93926532e+02
  -2.26672877e+02  0.00000000e+00]
 [ 9.20115840e+01  9.84839194e+01  1.07363824e+02 ...  4.38323862e+01
   4.58523990e+01  0.00000000e+00]
 [ 1.70304163e+01  1.08183621e+01  3.53151389e+00 ... -1.47346157e+01
  -1.80114988e+01  0.00000000e+00]
 ...
 [ 1.46327505e+00  3.08674559e+00  1.02563087e+00 ... -4.63387348e+00
  -3.18193540e+00  0.00000000e+00]
 [-3.64910790e+00 -1.29116410e+00 -3.44486483e+00 ...  2.49855127e+00
   3.62517909e+00  0.00000000e+00]
 [-2.25620300e+00  2.16480801e+00  6.06542368e-01 ...  2.37970757e-01
   5.04895196e+00  0.00000000e+00]]",noise
6942,6942,"[[-116.61784689 -114.1442186  -120.14194146 ... -125.63950152
  -137.85933409    0.        ]
 [  93.72300592   94.98280537   98.95247511 ...   84.42985589
    78.71247374    0.        ]
 [ -12.83217839  -15.78222261  -21.62807531 ...   -8.97484993
    -9.00577563    0.        ]
 ...
 [  -4.15110134   -1.55406511    5.48433214 ...    1.72911801
     5.29740006    0.        ]
 [  -3.9537276    -6.01737794   -1.90471346 ...    2.09118222
     7.57184697    0.        ]
 [   1.96237406    0.64374904    4.3156754  ...    2.09667577
     7.61406088    0.        ]]",noise
6943,6943,"[[ -97.69125123 -102.55267602 -115.50150388 ... -144.21012125
  -129.2013527     0.        ]
 [  89.9731254    90.85958988   88.66048391 ...   56.41287974
    52.615377      0.        ]
 [   4.70725744   -2.04001458   -8.8266254  ...  -20.20194954
   -12.96104099    0.        ]
 ...
 [  -5.77757963   -6.03570266   -5.92535603 ...    3.0655357
     4.69903852    0.        ]
 [   7.72010887    6.12134488   -2.47674543 ...    1.19732572
     1.36082299    0.        ]
 [   1.82928895    1.195098     -2.33493878 ...   -6.05430296
   -11.3462385     0.        ]]",noise
6944,6944,"[[-246.61257616 -230.65851317 -234.84345508 ... -167.90649078
  -162.04923714    0.        ]
 [  49.1791366    51.79936259   53.87309049 ...   34.2074991
    31.26456496    0.        ]
 [ -21.67177393  -21.0849094   -19.11691889 ...  -17.68615357
    -7.50383965    0.        ]
 ...
 [   0.54534361    3.25596452   -1.56390167 ...    0.95413223
     8.04058392    0.        ]
 [   3.04908306    1.72765333   -1.78332113 ...    5.72391581
     4.13865136    0.        ]
 [  -0.81838875    0.3800329     2.33514353 ...   -1.23794677
    -6.47126008    0.        ]]",noise
6945,6945,"[[-159.51011142 -179.00616436 -198.60512208 ...  -98.15019756
  -109.5980463     0.        ]
 [  38.21815131   39.42317818   42.42555144 ...   92.22033797
    90.55514734    0.        ]
 [ -11.09435648  -18.16953756  -25.43816575 ...   -6.02916327
     0.98025758    0.        ]
 ...
 [   4.08352233    2.17729576   -1.0453947  ...    3.96375835
     1.76208069    0.        ]
 [  -4.82985645   -1.55733626   -3.91423808 ...   -0.64580992
    -3.74136371    0.        ]
 [  -4.73783609   -4.49147259   -8.32654908 ...    4.69076212
     1.87669516    0.        ]]",noise
6946,6946,"[[-201.45702354 -196.77625407 -206.82006074 ...  -24.7871683
   -12.36325258    0.        ]
 [  25.56914075   25.18844375   18.32712269 ...  107.80186826
    90.90496665    0.        ]
 [ -34.29488538  -41.28432099  -47.41815338 ...   -7.01660458
     4.56441971    0.        ]
 ...
 [  -5.40734505   -5.95565548   -4.12177114 ...    0.2412483
    -0.41411746    0.        ]
 [  -1.37154842   -4.68353931   -5.49010869 ...   -4.96289763
     1.28158211    0.        ]
 [  -6.40622593   -4.64912229   -6.29829444 ...   -3.29332263
    -3.83421046    0.        ]]",noise
6947,6947,"[[-4.85348643e+02 -4.60875822e+02 -4.48404753e+02 ... -4.65685746e+01
  -4.18272213e+01  0.00000000e+00]
 [ 1.29488016e+02  1.29604648e+02  1.18202517e+02 ...  9.79818626e+01
   9.45994665e+01  0.00000000e+00]
 [ 7.80351248e-01  8.37393929e+00  3.70246877e+00 ...  2.80296335e+00
   7.21490360e+00  0.00000000e+00]
 ...
 [ 3.27237160e+00  5.55045323e+00  3.84432056e+00 ...  2.41831925e+00
   4.90641852e-01  0.00000000e+00]
 [ 2.36454739e+00  2.02671157e+00 -2.18213479e+00 ... -5.80999920e+00
  -9.53118872e+00  0.00000000e+00]
 [-2.00194537e+00 -1.62509585e+00  3.34348706e-01 ... -3.55815776e+00
  -2.22936234e+00  0.00000000e+00]]",noise
6948,6948,"[[-1.06114756e+02 -1.15334071e+02 -1.37312438e+02 ... -2.16584751e+02
  -2.22844691e+02  0.00000000e+00]
 [ 9.92432232e+01  1.15056075e+02  1.23845678e+02 ...  8.11614022e+00
   5.98991956e+00  0.00000000e+00]
 [ 5.07030567e+00  4.91723239e+00  9.50667282e-01 ... -5.15671886e+01
  -4.46382333e+01  0.00000000e+00]
 ...
 [ 2.60805967e-01 -1.24592616e+00 -4.48622787e+00 ... -6.14699328e-01
   5.99550308e-01  0.00000000e+00]
 [ 5.58810332e+00  1.79270593e+00 -2.47257425e+00 ...  4.12515303e+00
   3.50143047e-01  0.00000000e+00]
 [ 4.01791737e+00  3.53431788e-01 -1.75458510e-01 ...  2.29432849e+00
   7.72391012e-01  0.00000000e+00]]",noise
6949,6949,"[[-1.41064375e+02 -1.39487047e+02 -1.42227716e+02 ... -2.10785115e+02
  -2.39757273e+02  0.00000000e+00]
 [ 8.62482836e+01  9.03656747e+01  9.39705591e+01 ...  7.61023679e+01
   7.76307860e+01  0.00000000e+00]
 [ 3.93346334e-01 -3.03619196e+00 -6.52658590e+00 ...  8.40367188e+00
   1.89708564e+01  0.00000000e+00]
 ...
 [ 3.29812163e+00  1.53035591e+00  2.18959282e+00 ...  1.81849407e+00
  -2.55372273e+00  0.00000000e+00]
 [-3.92961502e+00 -1.63102969e+00 -1.94874341e+00 ... -4.47276011e+00
  -2.45863563e+00  0.00000000e+00]
 [-7.25558784e+00 -3.88088666e+00 -2.85479327e+00 ... -4.68848516e+00
   1.81663239e-01  0.00000000e+00]]",noise
6950,6950,"[[-4.63323459e+01 -5.73285181e+01 -6.49071726e+01 ... -2.52998060e+02
  -2.56011685e+02  0.00000000e+00]
 [ 9.66589089e+01  9.90241235e+01  1.02397344e+02 ...  3.04150519e+01
   2.66177034e+01  0.00000000e+00]
 [-4.90540669e+00 -8.49774559e+00 -2.09301815e+01 ... -5.56885154e+01
  -5.61116520e+01  0.00000000e+00]
 ...
 [ 2.01976810e+00 -1.87909341e+00 -4.53834276e+00 ... -3.01301709e+00
   2.58273354e+00  0.00000000e+00]
 [ 4.38593280e+00  8.50297427e-01 -4.67643023e+00 ... -1.24305984e-01
   1.48429614e+00  0.00000000e+00]
 [ 3.05760867e+00  9.75650982e-01  1.54036691e+00 ...  4.00163913e+00
   2.52911325e+00  0.00000000e+00]]",noise
6951,6951,"[[-168.24161517 -163.37010055 -165.26500853 ...  -96.92120038
   -95.67115378    0.        ]
 [  63.61656021   69.92496681   73.12797397 ...  115.48245839
   115.07342586    0.        ]
 [  -2.28252912  -11.76144675  -20.11219246 ...   -6.4329709
     7.01297976    0.        ]
 ...
 [  -3.27217457   -4.0762361    -2.48539356 ...    0.88717633
     1.81385736    0.        ]
 [ -10.12180562   -6.85640148   -2.23589922 ...   -2.71265788
     4.18727119    0.        ]
 [  -3.53965083   -2.90295375   -0.64867127 ...   -1.92943787
     2.30496428    0.        ]]",noise
6952,6952,"[[-130.07920407 -127.24640629 -127.95093942 ... -108.12202222
  -117.55837713    0.        ]
 [  89.80998498   92.27246744   93.01674526 ...   88.98665865
    89.1096882     0.        ]
 [  -7.78128584  -10.86747673  -11.38489656 ...   -5.46949657
   -10.00684768    0.        ]
 ...
 [   6.44666208    5.62090434    2.50838168 ...    2.09712762
     9.24067288    0.        ]
 [   3.00352696    3.28788926    3.25467693 ...   -0.64355738
     3.84451867    0.        ]
 [   1.37497529    3.15030901    4.74814468 ...   -0.13969865
    -0.64024698    0.        ]]",noise
6953,6953,"[[-2.26494834e+02 -2.22543878e+02 -2.22385778e+02 ... -8.41179813e+01
  -8.85293481e+01  0.00000000e+00]
 [ 2.67597658e+01  2.45514121e+01  2.53797302e+01 ...  8.82651832e+01
   9.39050509e+01  0.00000000e+00]
 [-4.53142920e+01 -4.20186136e+01 -4.07986006e+01 ... -4.34305403e+00
   2.52571997e+00  0.00000000e+00]
 ...
 [-6.24130436e+00 -1.24793618e+00 -5.72843113e-02 ...  6.94121000e+00
   4.84698246e+00  0.00000000e+00]
 [ 1.37734653e+00  9.14034692e-01 -9.21308126e-02 ... -3.59359173e-01
   3.94356371e+00  0.00000000e+00]
 [ 6.17748478e-01  1.00077088e-01 -1.62954040e+00 ...  1.77674671e+00
   1.74467484e+00  0.00000000e+00]]",noise
6954,6954,"[[-163.75230309 -146.80436527 -146.11930205 ...  -90.3571567
   -88.84594277    0.        ]
 [  71.35221665   79.92483676   78.21566261 ...  111.28364298
   111.1405172     0.        ]
 [   6.38217048    1.62663475   -6.02333679 ...    0.78715932
     2.77322954    0.        ]
 ...
 [  -2.78708709   -5.29948346   -5.42911936 ...    2.02096999
     2.86757101    0.        ]
 [  -4.49337575   -8.18281783   -9.34971698 ...   -3.00427013
    -4.25360656    0.        ]
 [  -0.21973962   -3.53143527   -4.01690392 ...    3.77894128
    -2.45817187    0.        ]]",noise
6955,6955,"[[-1.50209468e+02 -1.42439972e+02 -1.45300663e+02 ... -2.95248242e+02
  -3.25034403e+02  0.00000000e+00]
 [ 9.61757052e+01  1.06290196e+02  1.06635101e+02 ...  8.63277665e+01
   8.18037693e+01  0.00000000e+00]
 [-1.57045334e+01 -1.65054751e+01 -2.28335415e+01 ...  1.24495298e+00
   1.41504585e+01  0.00000000e+00]
 ...
 [ 9.94436580e-01 -5.25337446e+00 -2.95207090e+00 ...  3.34506106e+00
   8.80602540e+00  0.00000000e+00]
 [ 1.36123121e-01 -5.29971372e+00 -8.83530892e+00 ...  4.58360904e+00
   1.06709171e+01  0.00000000e+00]
 [-2.68643732e+00 -5.77344631e+00 -8.58112070e+00 ...  8.45254497e-01
   1.75246196e+00  0.00000000e+00]]",noise
6956,6956,"[[-350.1068718  -355.74816199 -376.79954123 ... -173.0929914
  -174.12312708    0.        ]
 [  83.94048679   90.75802662   95.03092847 ...   97.63584611
    88.25458382    0.        ]
 [  12.3180399     7.72571148    4.53896714 ...  -11.74003515
   -10.85777935    0.        ]
 ...
 [  -3.06058051   -0.96986505   -0.60855134 ...   -1.1371616
    -3.13652484    0.        ]
 [  -2.47381611   -1.34299059   -2.33579748 ...   -5.9743741
    -4.65813208    0.        ]
 [  -1.4328227    -0.83265829    1.00721805 ...   -5.4769073
    -5.77976188    0.        ]]",noise
6957,6957,"[[-2.71104155e+02 -2.84639747e+02 -3.16363533e+02 ... -4.35828934e+02
  -4.32855990e+02  0.00000000e+00]
 [ 1.78459222e+02  1.71293942e+02  1.67813188e+02 ...  1.74353127e+02
   1.79096710e+02  0.00000000e+00]
 [-4.59683273e+00 -7.06596645e+00 -3.13580654e+01 ...  2.23617237e+00
   7.70815311e+00  0.00000000e+00]
 ...
 [ 5.96641981e+00  6.83984889e-01 -4.55185655e-01 ...  1.20155474e+01
   1.09214552e+01  0.00000000e+00]
 [ 2.53450209e+00  8.83687883e-01  1.31446057e+00 ...  1.14589903e+01
   1.12659707e+01  0.00000000e+00]
 [-3.04901974e+00 -3.29637984e+00 -3.01748709e-01 ...  3.51369475e+00
   6.32526475e+00  0.00000000e+00]]",noise
6958,6958,"[[-4.67566309e+02 -4.67569913e+02 -4.64144106e+02 ... -4.04111260e+02
  -4.12235320e+02  0.00000000e+00]
 [ 1.38365726e+02  1.40298395e+02  1.41765979e+02 ...  1.87850328e+02
   1.83601495e+02  0.00000000e+00]
 [ 3.67012132e+00  4.59103491e+00  2.08770735e+00 ...  3.64171207e+01
   3.91214239e+01  0.00000000e+00]
 ...
 [-3.01560862e+00  1.04089020e+00  1.27384699e-01 ...  2.30458869e+00
   7.34194201e-01  0.00000000e+00]
 [-5.80136414e+00 -4.08393306e+00 -2.00428189e+00 ...  2.64238637e+00
   2.84031347e-01  0.00000000e+00]
 [-7.23020358e+00 -7.30624202e+00 -3.02103499e+00 ...  8.09259013e+00
   3.29030957e+00  0.00000000e+00]]",noise
6959,6959,"[[-4.78790340e+02 -4.81983041e+02 -4.85463386e+02 ... -4.73395941e+02
  -4.75922832e+02  0.00000000e+00]
 [ 1.40335558e+02  1.37388578e+02  1.34922177e+02 ...  1.19865265e+02
   1.23990445e+02  0.00000000e+00]
 [-5.72636277e-01 -5.97183593e-01  1.76314371e+00 ...  1.25188478e+00
   1.91248485e+00  0.00000000e+00]
 ...
 [-1.29728081e+00 -4.47784077e+00 -4.90486376e+00 ... -3.70395453e+00
  -6.06925297e+00  0.00000000e+00]
 [-2.72992578e+00 -2.12821655e+00 -3.05828540e+00 ... -1.26841027e+00
  -6.38220450e+00  0.00000000e+00]
 [ 6.37613038e+00  5.57621849e+00  3.64784448e+00 ...  7.28491255e-02
   2.96541906e+00  0.00000000e+00]]",noise
6960,6960,"[[-5.73680663e+02 -5.02684987e+02 -4.74677529e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 9.63626166e+01  1.29318368e+02  1.36289246e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.66082267e+01  8.45199958e-01  2.93435128e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-7.53627522e+00 -6.42574735e+00 -3.80479991e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.02732637e+00 -4.10487375e+00  6.44235423e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.39013099e-01 -1.22995485e+00 -5.32320863e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",noise
6961,6961,"[[-717.5433935  -562.18831142 -504.05815296 ...    0.
     0.            0.        ]
 [ 116.04045031  134.66575542  138.24707835 ...    0.
     0.            0.        ]
 [  12.96861806    5.90997768    7.18907637 ...    0.
     0.            0.        ]
 ...
 [  -7.90956373   -9.34948508   -7.61375169 ...    0.
     0.            0.        ]
 [  -2.57342532   -7.2091155    -5.25719814 ...    0.
     0.            0.        ]
 [   6.99173625   -1.12017029   -4.6308897  ...    0.
     0.            0.        ]]",noise
6962,6962,"[[-4.67038846e+02 -4.62055077e+02 -4.64886288e+02 ... -4.63066524e+02
  -4.63528964e+02  0.00000000e+00]
 [ 1.40731253e+02  1.38896889e+02  1.32513349e+02 ...  1.49756015e+02
   1.51834435e+02  0.00000000e+00]
 [-8.18033701e+00 -7.15050618e+00 -4.90787530e+00 ...  2.15270603e-01
   3.27966888e+00  0.00000000e+00]
 ...
 [-4.22702386e+00 -4.94940686e+00 -3.12867448e+00 ... -1.69688683e+00
  -4.22738502e+00  0.00000000e+00]
 [-5.57477699e+00 -6.47262880e+00 -5.28138997e+00 ... -2.10734888e+00
  -2.18423214e+00  0.00000000e+00]
 [ 1.69849249e+00  9.65967847e-01  1.41310090e+00 ...  1.18968125e+00
   5.84462119e+00  0.00000000e+00]]",noise
